path,size,asserts_count,declare_fun_count,declare_const_count,declare_sort_count,define_fun_count,define_fun_rec_count,constant_fun_count,define_sort_count,declare_datatype_count,max_term_depth,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,forall,exists,let,Int,div,mod,divisible,iand,int.pow2,div_total,mod_total,Real,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,-,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,BitVec,bvempty,concat,extract,repeat,bvnot,bvand,bvor,bvnand,bvnor,bvxor,bvxnor,bvcomp,bvneg,bvadd,bvmul,bvudiv,bvurem,bvsub,bvsdiv,bvsrem,bvsmod,bvult,bvule,bvugt,bvuge,bvslt,bvsle,bvsgt,bvsge,bvshl,bvlshr,bvashr,zero_extend,sign_extend,rotate_left,rotate_right,reduce_and,reduce_or,reduce_xor,bvite,bv1ult,bitOf,bvuaddo,bvsaddo,bvumulo,bvsmulo,bvusubo,bvssubo,bvsdivo,bvultbv,bvsltbv,bvredand,bvredor,int2bv,bv2nat,bvsize,Array,select,store,store_all,eqrange,FloatingPoint,RoundingMode,fp,fp.add,fp.sub,fp.mul,fp.div,fp.fma,fp.sqrt,fp.rem,fp.roundToIntegral,fp.min,fp.max,fp.abs,fp.neg,fp.leq,fp.lt,fp.geq,fp.gt,fp.eq,fp.isNormal,fp.isSubnormal,fp.isZero,fp.isInfinite,fp.isNaN,fp.isPositive,fp.isNegative,roundNearestTiesToEven,roundNearestTiesToAway,roundTowardPositive,roundTowardNegative,roundTowardZero,fp.to_ubv,fp.to_ubv_total,fp.to_sbv,fp.to_sbv_total,fp.to_real,to_fp,to_fp_unsigned,to_fp_bv,String,Char,RegLan,str.len,str.++,str.substr,str.contains,str.replace,str.indexof,str.at,str.prefixof,str.suffixof,str.rev,str.unit,str.update,str.to_lower,str.to_upper,str.to_code,str.from_code,str.is_digit,str.to_int,str.from_int,str.<,str.<=,str.replace_all,str.replace_re,str.replace_re_all,str.indexof_re,re.allchar,re.none,re.all,re.empty,str.to_re,re.*,re.+,re.opt,re.comp,re.range,re.++,re.inter,re.union,re.diff,re.loop,str.in_re,seq.empty,seq.unit,seq.nth,seq.len
ALIA/piVC/piVC_d9dcdb.smt2,1784,1,0,6,0,0,0,0,0,0,19,1,0,0,0,1,9,33,6,0,1,0,0,6,6,1,12,0,0,0,0,0,0,0,0,0,0,2,8,0,4,31,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_13de35.smt2,2008,1,0,6,0,0,0,0,0,0,19,1,0,0,0,1,9,33,6,0,1,0,0,6,6,4,12,0,0,0,0,0,0,0,0,0,0,2,8,0,4,30,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_bd0142.smt2,4665,1,0,15,0,0,0,0,0,0,31,0,0,0,0,14,22,78,20,0,24,0,0,20,12,2,32,0,0,0,0,0,0,0,0,0,0,5,26,0,3,78,9,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_849b63.smt2,4625,1,0,15,0,0,0,0,0,0,30,0,0,0,0,14,22,77,20,0,24,0,0,20,12,2,32,0,0,0,0,0,0,0,0,0,0,5,26,0,2,77,9,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_c7166c.smt2,1376,1,0,8,0,0,0,0,0,0,17,0,0,0,0,4,3,27,6,0,5,0,0,6,2,1,8,0,0,0,0,0,0,0,0,0,0,0,4,0,1,22,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_b5f37c.smt2,1182,1,0,8,0,0,0,0,0,0,20,1,0,0,0,1,4,20,3,0,2,0,0,3,2,3,5,0,0,0,0,0,0,0,0,0,0,4,3,0,1,16,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_d91441.smt2,1446,1,0,8,0,0,0,0,0,0,21,1,0,0,0,2,9,24,3,0,3,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,3,4,0,1,18,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_ffb7db.smt2,4005,1,0,15,0,0,0,0,0,0,28,0,0,0,0,9,22,70,15,0,13,0,0,15,7,4,22,0,0,0,0,0,0,0,0,0,0,11,10,0,3,63,12,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_dab5a0.smt2,3950,1,0,15,0,0,0,0,0,0,25,0,0,0,0,9,22,68,15,0,13,0,0,15,7,3,22,0,0,0,0,0,0,0,0,0,0,11,10,0,3,62,12,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIA/piVC/piVC_5cee0c.smt2,4664,1,0,15,0,0,0,0,0,0,31,0,0,0,0,14,22,78,20,0,24,0,0,20,12,2,32,0,0,0,0,0,0,0,0,0,0,5,26,0,3,77,10,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
