path,size
ALIA/20230321-UltimateAutomizerSvcomp2023/tree-2.i_1.smt2,97947
ALIA/20230321-UltimateAutomizerSvcomp2023/simple-2.i_54.smt2,22507
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_61.smt2,22190
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_74.smt2,18480
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_73.smt2,18480
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_73.smt2,17873
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-2.i_2.smt2,17374
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_6.smt2,16973
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_28.smt2,16265
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_70.smt2,16185
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_71.smt2,16185
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_29.smt2,16138
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_76.smt2,16102
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_18.smt2,15803
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_20.smt2,15679
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_103.smt2,15425
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_104.smt2,15374
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_16.smt2,14974
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_80.smt2,14796
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_82.smt2,14793
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_84.smt2,14793
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_79.smt2,14793
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_87.smt2,14741
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_88.smt2,14741
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_86.smt2,14741
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_105.smt2,14468
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_107.smt2,14468
ALIA/20230321-UltimateAutomizerSvcomp2023/simple-2.i_57.smt2,14415
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-optional-1.i_14.smt2,14367
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-optional-1.i_13.smt2,14367
ALIA/20230321-UltimateAutomizerSvcomp2023/list-2.i_33.smt2,14254
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_14.smt2,13816
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_16.smt2,13816
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_15.smt2,13810
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_2.smt2,13809
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_11.smt2,13757
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_19.smt2,13646
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_8.smt2,13634
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_13.smt2,13578
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_81.smt2,13181
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_79.smt2,13181
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_31.smt2,13090
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_37.smt2,13007
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-token-1.i_4.smt2,12818
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_86.smt2,12660
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_87.smt2,12654
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_75.smt2,12650
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_84.smt2,12650
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_83.smt2,12650
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_11.smt2,12627
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_14.smt2,12627
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_15.smt2,12614
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_112.smt2,12410
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_111.smt2,12410
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_20.smt2,12275
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-optional-1.i_12.smt2,12158
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_24.smt2,12031
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_27.smt2,12028
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_25.smt2,12025
ALIA/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_97.smt2,11992
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_119.smt2,11690
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_108.smt2,11690
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_117.smt2,11690
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_118.smt2,11690
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_120.smt2,11690
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_106.smt2,11368
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_105.smt2,11368
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_98.smt2,11363
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_24.smt2,11302
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_21.smt2,11292
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_15.smt2,11282
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_58.smt2,11165
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_56.smt2,11165
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-rb-cnstr_1-2.i_4.smt2,11145
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_102.smt2,11138
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_95.smt2,11132
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_96.smt2,11126
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_97.smt2,11126
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_94.smt2,10979
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_100.smt2,10979
ALIA/20230321-UltimateAutomizerSvcomp2023/sll-optional-1.i_7.smt2,10792
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_46.smt2,10748
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_54.smt2,10710
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_52.smt2,10710
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_41.smt2,10701
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_50.smt2,10701
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_40.smt2,10698
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_42.smt2,10695
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_94.smt2,10681
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_96.smt2,10681
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_95.smt2,10675
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_53.smt2,10648
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_31.smt2,10648
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_103.smt2,10631
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_100.smt2,10628
ALIA/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-1.i_14.smt2,10627
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_39.smt2,10572
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_83.smt2,10566
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_85.smt2,10563
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_57.smt2,10537
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_28.smt2,10537
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_append_unequal.i_20.smt2,10532
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_29.smt2,10527
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_77.smt2,10464
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_80.smt2,10454
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_76.smt2,10454
ALIA/20230321-UltimateAutomizerSvcomp2023/splice-2.i_124.smt2,10451
ALIA/20230321-UltimateAutomizerSvcomp2023/splice-2.i_123.smt2,10451
ALIA/20230321-UltimateAutomizerSvcomp2023/splice-2.i_122.smt2,10451
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_69.smt2,10307
