benchmark,selected
QF_IDL/planning/plan-10.cvc.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen96-1.smt2,Yices2
QF_IDL/Averest/sorting_network/SortingNetwork4_safe_blmc003.smt2,Yices2
QF_IDL/parity/09.400.graph.smt2,Yices2
QF_IDL/schedulingIDL/tai_15x15_10_mkspan904.smt2,Yices2
QF_IDL/qlock/qlock-4-10-9.induction.cvc.smt2,Z3-alpha
QF_IDL/mathsat/fischer/FISCHER12-2-ninc.smt2,OpenSMT
QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2,Z3-alpha
QF_IDL/sal/lpsat/lpsat-goal-9.smt2,cvc5
QF_IDL/asp/GeneralizedSlitherlink/altair1.37.asp.smt2,Z3-alpha
QF_IDL/diamonds/diamonds.18.2.i.a.u.smt2,Yices2
QF_IDL/sal/bakery/inf-bakery-mutex-16.smt2,cvc5
QF_IDL/mathsat/fischer/FISCHER14-3-ninc.smt2,OpenSMT
QF_IDL/asp/MazeGeneration/maze-generation-width=12-height=12-density=0.01-run=5.smt2,cvc5
QF_IDL/queens_bench/n_queen/queen67-1.smt2,Yices2
QF_IDL/queens_bench/super_queen/super_queen83-1.smt2,Yices2
QF_IDL/mathsat/post_office/PO2-3-PO2.smt2,OpenSMT
QF_IDL/asp/WeightBoundedDominatingSet/rand_100_400_1159666138_8.lp.smt2,Z3-alpha
QF_IDL/queens_bench/n_queen/queen17-1.smt2,Yices2
QF_IDL/schedulingIDL/tai_15x15_8_mkspan900.smt2,Yices2
QF_IDL/schedulingIDL/j8_per10_1_mkspan1002.smt2,Yices2
QF_IDL/mathsat/post_office/PO3-4-PO3.smt2,OpenSMT
QF_IDL/20210312-Bouvier/vlsat3_c71.smt2,cvc5
QF_IDL/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2,Z3-alpha
QF_IDL/20210312-Bouvier/vlsat3_c27.smt2,cvc5
QF_IDL/asp/HamiltonianPath/gryzzles.30.lp.smt2,Z3-alpha
QF_IDL/20210312-Bouvier/vlsat3_c85.smt2,cvc5
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc010.smt2,Yices2
QF_IDL/schedulingIDL/tai_10x10_5_mkspan640.smt2,Yices2
QF_IDL/Averest/min_max/MinMax_safe_bgmc002.smt2,Yices2
QF_IDL/schedulingIDL/j8_per0_1_mkspan1077.smt2,Yices2
QF_IDL/mathsat/fischer/FISCHER12-8-ninc.smt2,OpenSMT
QF_IDL/Averest/binary_search/BinarySearch_safe_blmc002.smt2,Yices2
QF_IDL/20210312-Bouvier/vlsat3_i00.smt2,cvc5
QF_IDL/20210312-Bouvier/vlsat3_c50.smt2,cvc5
QF_IDL/queens_bench/toroidal_bench/toroidal_queen65-1.smt2,SMTInterpol
QF_IDL/asp/SchurNumbers/20.2.schur.lp.smt2,SMTInterpol
QF_IDL/parity/23.300.graph.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen70-1.smt2,Yices2
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc004.smt2,Yices2
QF_IDL/asp/ConnectedDominatingSet/rand_80_500_1235848939_0_k=6_unsat.gph.smt2,cvc5
QF_IDL/schedulingIDL/tai_15x15_5_mkspan949.smt2,Yices2
QF_IDL/asp/15Puzzle/15-puzzle.init7.smt2,Z3-alpha
QF_IDL/sal/bakery/inf-bakery-invalid-7.smt2,cvc5
QF_IDL/mathsat/fischer/FISCHER13-13-ninc.smt2,OpenSMT
QF_IDL/20210312-Bouvier/vlsat3_c01.smt2,cvc5
QF_IDL/fuzzy-matrix/Zantema_z058.srs_slice-8_constraint-227540.smt2,OpenSMT
QF_IDL/queens_bench/toroidal_bench/toroidal_queen96-1.smt2,SMTInterpol
QF_IDL/mathsat/fischer/FISCHER7-8-ninc.smt2,OpenSMT
QF_IDL/job_shop/jobshop20-2-10-10-2-4-9.smt2,OpenSMT
QF_IDL/job_shop/jobshop42-2-21-21-2-4-12.smt2,OpenSMT
QF_IDL/asp/Fastfood/a8.7.5.asp.smt2,Z3-alpha
QF_IDL/asp/WeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.smt2,Z3-alpha
QF_IDL/job_shop/jobshop58-2-29-29-2-4-12.smt2,OpenSMT
QF_IDL/mathsat/fischer/FISCHER13-14-ninc.smt2,OpenSMT
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc005.smt2,Yices2
QF_IDL/mathsat/fischer/FISCHER14-11-ninc.smt2,OpenSMT
QF_IDL/bcnscheduling/bcnscheduling145.smt2,OpenSMT
QF_IDL/20210312-Bouvier/vlsat3_c15.smt2,cvc5
QF_IDL/Averest/binary_search/BinarySearch_safe_bgmc001.smt2,Yices2
QF_IDL/queens_bench/toroidal_bench/toroidal_queen37-1.smt2,SMTInterpol
QF_IDL/queens_bench/toroidal_bench/toroidal_queen98-1.smt2,SMTInterpol
QF_IDL/queens_bench/super_queen/super_queen15-1.smt2,Yices2
QF_IDL/parity/12.300.graph.smt2,Yices2
QF_IDL/mathsat/fischer/FISCHER12-1-ninc.smt2,OpenSMT
QF_IDL/asp/GeneralizedSlitherlink/trisquares.11.asp.smt2,Z3-alpha
QF_IDL/queens_bench/toroidal_bench/toroidal_queen61-1.smt2,SMTInterpol
QF_IDL/parity/01.100.graph.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen73-1.smt2,Yices2
QF_IDL/DTP/DTP_k2_n35_c175_s2.smt2,Yices2
QF_IDL/queens_bench/toroidal_bench/toroidal_queen90-1.smt2,SMTInterpol
QF_IDL/queens_bench/n_queen/queen77-1.smt2,Yices2
QF_IDL/20210312-Bouvier/vlsat3_c55.smt2,cvc5
QF_IDL/mathsat/fischer/FISCHER12-4-ninc.smt2,OpenSMT
QF_IDL/Averest/insertion_sort/InsertionSort_safe_bgmc003.smt2,Yices2
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc004.smt2,Yices2
QF_IDL/sep/hardware/OOO_neg.3steps.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen10-1.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen14-1.smt2,Yices2
QF_IDL/asp/HierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=4_l=7_sat.gph.smt2,Z3-alpha
QF_IDL/asp/GraphPartitioning/rand_21_150_1235870252_0_k=3_v=10_e=20_unsat.gph.smt2,Z3-alpha
QF_IDL/asp/KnightTour/knightTour.in01.smt2,Z3-alpha
QF_IDL/asp/GeneralizedSlitherlink/altair1.10.asp.smt2,Z3-alpha
QF_IDL/sal/lpsat/lpsat-goal-14.smt2,cvc5
