path,OSTRICH,,Z3-Noodler,,Z3alpha,,cvc5,
,solved,runtime,solved,runtime,solved,runtime,solved,runtime
QF_SLIA/20230327-stringfuzz-lu/generated/regexpair/regex-pair-00061-5.smt2,1,1.856279366882518,1,0.4931512279435992,1,18.693108287872747,1,300.4318116221111
QF_SLIA/2019-full_str_int/py-conbyte_cvc4/leetcode_int-restoreIpAddresses/1864.smt2,1,9.51128034805879,1,0.24438623315654695,1,0.2690291141625494,1,0.2509043482132256
QF_SLIA/20180523-Reynolds/kaluza/unsat/small/22641.corecstrs.readable.smt2,1,2.0950567671097815,1,0.23873056308366358,1,0.2699669220019132,1,0.22484367690049112
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-td/httplib2/httplib2-entry-disposition/5d23860cf4141bb2b54b4259ff63ad1ff38b78cf3633d2e7fda76f5e.smt2,1,1.5804933810140938,1,0.2746435501612723,1,0.26865462283603847,1,0.22893123282119632
QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-multiply.smt2,1,1.336460956837982,1,0.24044927395880222,1,0.2677938640117645,1,0.22807159391231835
QF_SLIA/20180523-Reynolds/kaluza/sat/small/13563.corecstrs.readable.smt2,1,1.3719561498146504,1,0.24204530008137226,1,0.2674251669086516,1,0.22182723600417376
QF_SLIA/20240411-redos_attack_detection/unsat/1008_attack.smt2,1,9.613686189986765,1,0.24575253413058817,1,0.27071984694339335,1,0.25341144879348576
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/httplib2/httplib2-entry-disposition/d971ae35e9e6f72d4d3bbc7cbb5c8f638ef588dcf286dc96c4c6ad2e.smt2,1,11.549966460093856,1,0.47693844814784825,1,0.30443549109622836,1,0.3514590230770409
QF_SLIA/2018-Kepler/quad-length-146-4-3-unsat.smt2,0,1201.54093728913,1,0.24508154182694852,0,1072.5567945728544,1,0.2502963528968394
QF_SLIA/20230403-webapp/str-rep-all/str_replace_all141.smt2,1,2.560033441055566,0,0.24415282509289682,1,0.33677747705951333,1,0.24534179200418293
QF_SLIA/20180523-Reynolds/kaluza/unsat/big/18336.corecstrs.readable.smt2,1,7.590990531956777,1,0.32045857910998166,1,0.5283123769331723,1,3.5904647998977453
QF_SLIA/2019-full_str_int/py-conbyte_cvc4/leetcode_int-restoreIpAddresses/3936.smt2,1,2.3432109190616757,1,0.2730592528823763,1,0.2695240490138531,1,0.2490254498552531
QF_SLIA/20190311-str-small-rw-Noetzli/str-pred-small-rw/str-pred-small-rw_795.smt2,1,1.3118688170798123,1,0.2393413397949189,1,0.2663830588571727,1,0.23791604582220316
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/pymongo/pymongo-mongoclient/7a411c53ed1586d4c04809495f7f50a5d516a1f7671dc7870e34bf09.smt2,0,1201.3295926142018,1,0.7414101690519601,1,2.813229483086616,1,0.437757452018559
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/pymongo/pymongo-mongoclient/6a34120dedaeec6c8d0666804311911d144b761a16fdacc6912c63bd.smt2,1,64.7254394099582,1,0.5367839869577438,1,0.42423310596495867,1,0.3867728679906577
QF_SLIA/2018-Kepler/quad-length-297-6-3-sat.smt2,1,772.6250725230202,1,0.6130612439010292,0,752.594156117877,0,1201.734554514056
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-z3/pymongo/pymongo-mongoclient/197e1c4bfe392640f123e960a993bbaf5a42c9bc459edf5de781b7d0.smt2,0,1201.3329253001139,1,0.6434188440907747,1,1.4266769408714026,1,0.404761167941615
QF_SLIA/20180523-Reynolds/pyex/peterc-pyex-doc-cav17-zz/httplib2/httplib2-entry-disposition/a3575649404f7189e5b9783d55acd573812eb5c82427d4176fd9ec77.smt2,0,1201.331378012197,1,0.5592523249797523,1,0.4057353110983968,1,0.45324443792924285
