benchmark,selected
QF_LIA/20220307-SMPT/RwMutex-PT-r0500w0010/RF-14.smt2,Yices2
QF_LIA/nec-smt/large/getoption_user/prp-46-47.smt2,Yices2
QF_LIA/mathsat/FISCHER2-7-fair.smt2,cvc5
QF_LIA/20220307-SMPT/CircularTrains-PT-192/RC-15.smt2,Yices2
QF_LIA/nec-smt/med/int_from_list/prp-33-37.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N050/RC-05.smt2,Yices2
QF_LIA/slacks/35-17.slack.smt2,Z3-alpha
QF_LIA/20220307-SMPT/Diffusion2D-PT-D30N010/RF-02.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-51-45.smt2,Yices2
QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-15.smt2,Yices2
QF_LIA/cut_lemmas/20-vars/cut_lemma_02_002.smt2,cvc5
QF_LIA/cut_lemmas/20-vars/cut_lemma_03_004.smt2,cvc5
QF_LIA/nec-smt/large/checkpass_pwd/prp-45-40.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__013.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/med/int_from_list/prp-25-35.smt2,Yices2
QF_LIA/20220307-SMPT/Kanban-PT-05000/RF-11.smt2,Yices2
QF_LIA/nec-smt/large/bftpd_login/prp-37-42.smt2,Yices2
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-06.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-30-47.smt2,Yices2
QF_LIA/20220307-SMPT/MAPK-PT-01280/RC-05.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-65-49.smt2,Yices2
QF_LIA/20220307-SMPT/SharedMemory-PT-000010/RC-13.smt2,Yices2
QF_LIA/20220307-SMPT/Referendum-PT-020/RC-03.smt2,Yices2
QF_LIA/20220307-SMPT/Referendum-PT-0200/RC-08.smt2,Yices2
QF_LIA/20220307-SMPT/MAPK-PT-10240/RF-13.smt2,Yices2
QF_LIA/20220307-SMPT/Referendum-PT-0100/RC-09.smt2,Yices2
QF_LIA/20220307-SMPT/FMS-PT-01000/RF-12.smt2,Yices2
QF_LIA/rings_preprocessed/ring_2exp12_9vars_2ite_unsat.smt2,cvc5
QF_LIA/mathsat/FISCHER4-3-fair.smt2,cvc5
QF_LIA/CAV_2009_benchmarks/smt/35-vars/problem_2__026.smt2,Z3-alpha
QF_LIA/nec-smt/large/getoption_group/prp-15-49.smt2,Yices2
QF_LIA/rings_preprocessed/ring_2exp10_8vars_5ite_unsat.smt2,cvc5
QF_LIA/bofill-scheduling/SMT_real_LIA/ex2160_2400_100.smt2,OpenSMT
QF_LIA/2019-ezsmt/weightedSequence/27-treeWeight-542-8leaves.smt2,Yices2
QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__026.smt2,Z3-alpha
QF_LIA/20220307-SMPT/RwMutex-PT-r0100w0010/RC-13.smt2,Yices2
QF_LIA/mathsat/FISCHER10-1-fair.smt2,cvc5
QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/15-vars/cut_lemma_01_002.smt2.slack.smt2,Z3-alpha
QF_LIA/20220307-SMPT/Diffusion2D-PT-D10N050/RC-00.smt2,Yices2
QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-05.smt2,Yices2
QF_LIA/20220307-SMPT/Referendum-PT-0200/RC-13.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1543.smt2,Z3-alpha
QF_LIA/20220307-SMPT/SharedMemory-PT-000020/RF-01.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-29-49.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D10N050/RF-02.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N100/RF-15.smt2,Yices2
QF_LIA/rings/ring_2exp12_7vars_3ite_unsat.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/35-vars/v35_problem__022.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/med/int_from_list/prp-14-34.smt2,Yices2
QF_LIA/rings/ring_2exp10_4vars_3ite_unsat.smt2,Yices2
QF_LIA/nec-smt/large/handler_sigchld/prp-9-47.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-24-47.smt2,Yices2
QF_LIA/20220307-SMPT/CircularTrains-PT-096/RC-12.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-19-50.smt2,Yices2
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0500/RC-15.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-50.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N100/RF-07.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-42.smt2,Yices2
QF_LIA/dillig/30-34.smt2,cvc5
QF_LIA/20220307-SMPT/MAPK-PT-02560/RC-09.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars/v25_problem__012.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/med/checkpass_pwd/prp-25-32.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-16-49.smt2,Yices2
QF_LIA/20220307-SMPT/RwMutex-PT-r0500w0010/RF-05.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-42-48.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-35-47.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_real_LIA/ex5800_2400_100.smt2,OpenSMT
QF_LIA/nec-smt/med/checkpass_pwd/prp-5-27.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-39-48.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1477.smt2,Z3-alpha
QF_LIA/nec-smt/large/bftpd_login/prp-16-47.smt2,Yices2
QF_LIA/mathsat/FISCHER7-7-fair.smt2,cvc5
QF_LIA/tropical-matrix/constraint-1072007.smt2,OpenSMT
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT1024DC0512/RF-00.smt2,OpenSMT
QF_LIA/20220307-SMPT/BART-PT-050/RC-08.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_random_LIA/ex24900_2600_100.smt2,OpenSMT
QF_LIA/20220307-SMPT/Diffusion2D-PT-D05N250/RC-12.smt2,Yices2
QF_LIA/20220307-SMPT/ERK-PT-000001/RC-04.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D30N150/RF-06.smt2,Yices2
QF_LIA/20231117-c_inference/70_70_80_2_unsat.smt2,SMTInterpol
QF_LIA/rings_preprocessed/ring_2exp8_8vars_2ite_unsat.smt2,cvc5
QF_LIA/bofill-scheduling/SMT_real_LIA/ex2900_2400_100.smt2,OpenSMT
QF_LIA/20220307-SMPT/BART-PT-030/RF-08.smt2,Yices2
QF_LIA/CIRC/simplebitadder/SIMPLEBITADDER_COMPOSE_10.msat.smt2,Yices2
QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage24.smt2,cvc5
QF_LIA/nec-smt/large/checkpass_pwd/prp-56-48.smt2,Yices2
QF_LIA/2019-ezsmt/routingMin/SCC/d110.6.smt2,Z3-alpha
QF_LIA/nec-smt/large/checkpass/prp-21-47.smt2,Yices2
QF_LIA/20220307-SMPT/SharedMemory-PT-000005/RF-05.smt2,Yices2
QF_LIA/2019-ezsmt/incrementalScheduling/170-incremental_scheduling-18108-0.smt2,Z3-alpha
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/35-vars/v35_problem_2__014.smt2.slack.smt2,Z3-alpha
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__029.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/getoption_user/prp-50-46.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-24-43.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-45-49.smt2,Yices2
QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-100/problem__004.smt2,cvc5
QF_LIA/nec-smt/large/handler_sigchld/prp-15-48.smt2,Yices2
QF_LIA/rings_preprocessed/ring_2exp4_8vars_5ite_unsat.smt2,cvc5
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-14.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_real_LIA/ex8100_2400_100.smt2,OpenSMT
QF_LIA/20220307-SMPT/Diffusion2D-PT-D40N100/RF-06.smt2,Yices2
QF_LIA/slacks/35-25.slack.smt2,Z3-alpha
QF_LIA/slacks/35-7.slack.smt2,Z3-alpha
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem__012.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/int_from_list/prp-12-46.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars/v20_problem__035.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/getoption_group/prp-49-49.smt2,Yices2
QF_LIA/20220307-SMPT/FMS-PT-00050/RC-11.smt2,Yices2
QF_LIA/20220307-SMPT/BART-PT-060/RF-11.smt2,Yices2
