benchmark,selected
QF_BV/Sage2/bench_6373.smt2,Yices2
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc6287.smt2,Z3-alpha
QF_BV/Sage2/bench_2440.smt2,Yices2
QF_BV/sage/app11/bench_482.smt2,Bitwuzla
QF_BV/Sage2/bench_15220.smt2,STP
QF_BV/Sage2/bench_16781.smt2,Yices2
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_723.smt2,Yices2
QF_BV/Sage2/bench_14125.smt2,Yices2
QF_BV/sage/app7/bench_1256.smt2,Bitwuzla
QF_BV/uclid/catchconv/convert-jpg2gif-query-1556.smt2,STP
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1446.smt2,Yices2
QF_BV/Sage2/bench_10704.smt2,Yices2
QF_BV/Sage2/bench_2158.smt2,Z3-alpha
QF_BV/sage/app1/bench_147.smt2,STP
QF_BV/Sage2/bench_10797.smt2,STP
QF_BV/sage/app7/bench_2001.smt2,Bitwuzla
QF_BV/bruttomesso/core/ext_con_052_016_0128.smt2,cvc5
QF_BV/sage/app7/bench_1859.smt2,Bitwuzla
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc7093.smt2,Z3-alpha
QF_BV/Sage2/bench_1330.smt2,Yices2
QF_BV/sage/app7/bench_1788.smt2,Bitwuzla
QF_BV/Sage2/bench_17173.smt2,Yices2
QF_BV/bruttomesso/core/ext_con_064_001_0032.smt2,cvc5
QF_BV/Sage2/bench_17534.smt2,Yices2
QF_BV/sage/app2/bench_538.smt2,Bitwuzla
QF_BV/Sage2/bench_38.smt2,Bitwuzla
QF_BV/Sage2/bench_7805.smt2,Yices2
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i13.15be1410.smt2,STP
QF_BV/log-slicing/bvadd_22644.smt2,STP
QF_BV/Sage2/bench_11491.smt2,Yices2
QF_BV/Sage2/bench_1793.smt2,Z3-alpha
QF_BV/Sage2/bench_7780.smt2,Yices2
QF_BV/Sage2/bench_10741.smt2,Yices2
QF_BV/Sage2/bench_15585.smt2,Yices2
QF_BV/sage/app7/bench_1057.smt2,Bitwuzla
QF_BV/Sage2/bench_5321.smt2,Yices2
QF_BV/pspace/shift1add.17976.smt2,STP
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i25.2751b238.smt2,Yices2
QF_BV/bruttomesso/lfsr/lfsr_004_015_080.smt2,Yices2
QF_BV/Sage2/bench_1839.smt2,Z3-alpha
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i43.3e4cb333.smt2,Yices2
QF_BV/asp/KnightTour/knightTour.in02.smt2,STP
QF_BV/Sage2/bench_8089.smt2,Yices2
QF_BV/20210219-Sydr/master/yices/predicate_5163.smt2,STP
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i9.164504ab.smt2,Yices2
QF_BV/float/square.7.0.i.smt2,Bitwuzla
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_336.smt2,Bitwuzla
QF_BV/sage/app11/bench_159.smt2,Bitwuzla
QF_BV/mcm/06.smt2,Bitwuzla
QF_BV/20210312-Bouvier/vlsat3_a31.smt2,Bitwuzla
