benchmark,selected
QF_BV/sage/app9/bench_3010.smt2,Yices2
QF_BV/Sage2/bench_11303.smt2,Yices2
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.aa8cff37.smt2,Bitwuzla
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1449.smt2,STP
QF_BV/sage/app1/bench_99.smt2,STP
QF_BV/Sage2/bench_16063.smt2,Yices2
QF_BV/sage/app11/bench_536.smt2,STP
QF_BV/Sage2/bench_6893.smt2,Yices2
QF_BV/Sage2/bench_11936.smt2,Yices2
QF_BV/Sage2/bench_9705.smt2,Yices2
QF_BV/20221012-MCMPC/mean_buckets/mean_buckets.t1.i16.2e326e76.smt2,STP
QF_BV/Sage2/bench_7425.smt2,Yices2
QF_BV/Sage2/bench_11182.smt2,Yices2
QF_BV/spear/samba_v3.0.24/bin_libsmbclient_vc1225269.smt2,Z3-alpha
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i11.3174ae4b.smt2,Yices2
QF_BV/bruttomesso/simple_processor/simple_processors_006_006_0032.smt2,STP
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc5766.smt2,Z3-alpha
QF_BV/Sage2/bench_14857.smt2,Yices2
QF_BV/sage/app1/bench_994.smt2,Yices2
QF_BV/sage/app7/bench_1728.smt2,Bitwuzla
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution.t1.i11.0fed9409.smt2,Bitwuzla
QF_BV/Sage2/bench_13888.smt2,Yices2
QF_BV/Sage2/bench_9272.smt2,Yices2
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i9.12a661b2.smt2,Bitwuzla
QF_BV/spear/openldap_v2.3.35/servers_slapd_a_vc149921.smt2,STP
QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331156.smt2,Z3-alpha
QF_BV/Sage2/bench_2331.smt2,STP
QF_BV/sage/app7/bench_1398.smt2,Bitwuzla
QF_BV/asp/BlockedNQueens/156.48.1960.36.1721301641.dat.smt2,Bitwuzla
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_468.smt2,Yices2
QF_BV/Sage2/bench_11740.smt2,Yices2
QF_BV/sage/app11/bench_310.smt2,STP
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i11.342f1017.smt2,Bitwuzla
QF_BV/mcm/30.smt2,Bitwuzla
QF_BV/Sage2/bench_7817.smt2,STP
QF_BV/float/add_01_100_1.smt2,STP
QF_BV/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_4.lp.smt2,STP
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i62.3009c862.smt2,cvc5
QF_BV/Sage2/bench_16479.smt2,STP
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i24.e33fca25.smt2,Yices2
QF_BV/Sage2/bench_15424.smt2,Yices2
QF_BV/Sage2/bench_15484.smt2,STP
QF_BV/Sage2/bench_10946.smt2,Yices2
QF_BV/uclid/catchconv/convert-jpg2gif-query-1190.smt2,Yices2
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i44.b73c1f61.smt2,Yices2
QF_BV/calypto/problem_15.smt2,Bitwuzla
QF_BV/Sage2/bench_13635.smt2,Yices2
QF_BV/Sage2/bench_4015.smt2,Yices2
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc6280.smt2,Z3-alpha
QF_BV/sage/app12/bench_3591.smt2,STP
QF_BV/Sage2/bench_7781.smt2,Yices2
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_79.smt2,STP
QF_BV/float/sine.1.0.i.smt2,STP
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i7.ce18895e.smt2,Yices2
QF_BV/spear/cvs_v1.11.22/cvs_vc105324.smt2,Z3-alpha
QF_BV/20210219-Sydr/master/readelf/predicate_520.smt2,STP
QF_BV/spear/samba_v3.0.24/bin_libsmbclient_vc1228454.smt2,Z3-alpha
QF_BV/brummayerbiere3/minor032.smt2,Bitwuzla
QF_BV/20210219-Sydr/master/yices/predicate_5316.smt2,STP
QF_BV/brummayerbiere2/smulov2bw448.smt2,Bitwuzla
QF_BV/ecc/com.galois.ecc.P384ECC64.ec_twin_mul_aux25.short.smt2,STP
QF_BV/sage/app7/bench_1870.smt2,Bitwuzla
QF_BV/Sage2/bench_4597.smt2,Yices2
QF_BV/sage/app7/bench_1528.smt2,Bitwuzla
