benchmark,selected
BV/wintersteiger/fmsd13/ranking/audio_fmsynth_miniport.cpp.smt2,Bitwuzla
BV/2017-Preiner-UltimateAutomizer/Primes_true-unreach-call.c_673.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/model/model_5_3.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvsgt_bvconcat1_34_32bit.smt2,YicesQS
BV/2018-Preiner-cav18/check_eq_bvshl0_64bit.smt2,YicesQS
BV/llvm13-smtlib/01.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/model/model_5_33.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node717892.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvult_s_x_4.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node250605.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-4.smt2,cvc5
BV/2017-Preiner-keymaera/ETCS-essentials-live-range2.proof-node577.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node732272.smt2,cvc5
BV/2017-Preiner-psyco/126.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_55.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node550504.smt2,cvc5
BV/2017-Preiner-psyco/174.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node54892.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node166425.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_bvuge_x_s_32.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/model/model_5_36.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_4.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_2_true-unreach-call_true-no-overflow.i_230.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node389285.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_6_69.smt2,Bitwuzla
BV/2017-Preiner-psyco/078.smt2,Z3-alpha
BV/2017-Preiner-keymaera/train_goal6-node8607.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_6_53.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_3_7.smt2,Z3-alpha
BV/2020-Preiner-fmcad20/inv/check_ic_bvsge_x_s_64.smt2,Bitwuzla
BV/2020-Preiner-fmcad20/cons/check_cc_bvslt_x_s_32.smt2,Bitwuzla
BV/llvm13-smtlib/05.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node351731.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RND/RND_6_23.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RND/RND_6_36.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node345732.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node172682.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node476763.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RND/RND_6_25.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RND/RND_3_12.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_5.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_52.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node603436.smt2,cvc5
BV/2018-Preiner-cav18/check_bvsge_bvurem0_64bit.smt2,YicesQS
BV/20170501-Heizmann-UltimateAutomizer/MultCommutative_true-unreach-call_true-no-overflow_true-termination.c_2674.smt2,cvc5
BV/2017-Preiner-psyco/121.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node673088.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvshl_x_s_32.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvult_bvadd_32bit.smt2,YicesQS
BV/20170501-Heizmann-UltimateAutomizer/jain_2_true-unreach-call_true-no-overflow.i_433.smt2,YicesQS
BV/2017-Preiner-UltimateAutomizer/Primes_true-unreach-call.c_187.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node193953.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node271104.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_30.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_6_true-unreach-call_true-no-overflow.i_460.smt2,YicesQS
BV/2020-Preiner-fmcad20/cons/check_cc_bvand_x_s_32.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node347816.smt2,cvc5
BV/2018-Preiner-cav18/check_eq_bvudiv1_64bit.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvsgt_bvurem1_64bit.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-3.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/cache-coherence-3-fixpoint-3.smt2,Bitwuzla
BV/20210330-PEak/no-extern-loop_sat_subset/easy4.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node534610.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node269013.smt2,cvc5
BV/2018-Preiner-cav18/check_bvult_bvurem1_64bit.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node365878.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RND/RND_3_24.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node195519.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node5581.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node682293.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RND/RND_3_29.smt2,Z3-alpha
BV/20210301-Alive2/oggenc/363_oggenc.smt2,Z3-alpha
BV/2018-Preiner-cav18/check_bvuge_bvshl1_64bit.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node23307.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_5_11.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_68.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_5_64.smt2,Bitwuzla
BV/wintersteiger/fmsd13/fixpoint/small-equiv-fixpoint-7.smt2,cvc5
BV/2017-Preiner-psyco/185.smt2,Z3-alpha
BV/20230321-UltimateAutomizerSvcomp2023/jain_7-1.c_5.smt2,YicesQS
BV/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_8.smt2,YicesQS
BV/2017-Preiner-psyco/052.smt2,Z3-alpha
BV/2020-Preiner-fmcad20/inv/check_ic_concat_s_x_64.smt2,Bitwuzla
BV/2017-Preiner-psyco/160.smt2,Z3-alpha
BV/wintersteiger/fmsd13/ranking/network_ndis_rtlnwifi_extsta_st_misc.c.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_3_20.smt2,Z3-alpha
BV/2017-Preiner-psyco/094.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RND/RND_6_21.smt2,Z3-alpha
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node8745.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_7_true-unreach-call_true-no-overflow.i_250.smt2,YicesQS
BV/2017-Preiner-psyco/006.smt2,Z3-alpha
BV/20210330-PEak/no-extern-loop_unsat_subset/easy.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_40.smt2,Z3-alpha
