benchmark,selected
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node345482.smt2,cvc5
BV/20190429-UltimateAutomizerSvcomp2019/float_req_bl_0730b_true-unreach-call.c_36.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node171778.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/small-equiv-fixpoint-10.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvsge_x_s_4.smt2,Bitwuzla
BV/2020-Preiner-fmcad20/inv/check_ic_bvashr_x_s_4.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node251841.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node386295.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_31.smt2,Z3-alpha
BV/2018-Preiner-cav18/check_bvslt_bvlshr0_64bit.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_6_8.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node292166.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node559749.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_bvadd_x_s_64.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node488920.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node391142.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node12517.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_7_true-unreach-call_true-no-overflow.i_240.smt2,YicesQS
BV/wintersteiger/fmsd13/ranking/mmedia_gsm610_gsm6103.c.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/model/model_6_5.smt2,YicesQS
BV/2017-Preiner-psyco/058.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_6_53.smt2,Bitwuzla
BV/2017-Preiner-psyco/035.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_2_true-unreach-call_true-no-overflow.i_464.smt2,YicesQS
BV/2020-Preiner-fmcad20/inv/check_ic_bvshl_s_x_32.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_6_29.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node37008.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvult_x_s_64.smt2,Bitwuzla
BV/wintersteiger/fmsd13/ranking/1394diag_ioctl.c.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_59.smt2,Z3-alpha
BV/2018-Preiner-cav18/check_bvuge_bvconcat0_64_64bit.smt2,Bitwuzla
BV/20170501-Heizmann-UltimateAutomizer/jain_7_true-unreach-call_true-no-overflow.i_70.smt2,YicesQS
BV/2017-Preiner-keymaera/ETCS-essentials-live2.proof-node640.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node267053.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node388424.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_5_35.smt2,Bitwuzla
BV/2017-Preiner-psyco/026.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_5_37.smt2,Bitwuzla
BV/20190429-UltimateAutomizerSvcomp2019/soft_float_4_true-unreach-call_true-no-overflow_true-termination.c.cil.c_2.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node348040.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_urem_x_s_32.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node709146.smt2,cvc5
BV/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_9.smt2,YicesQS
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node10280.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/model/model_6_51.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node189817.smt2,cvc5
BV/2017-Preiner-psyco/033.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node603232.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node264965.smt2,cvc5
BV/20230321-UltimateAutomizerSvcomp2023/jain_6-1.c_7.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_33.smt2,Z3-alpha
BV/wintersteiger/fmsd13/fixpoint/small-equiv-fixpoint-6.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node251490.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_bvashr_x_s_64.smt2,Bitwuzla
BV/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_10.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvslt_bvurem0_4bit.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node476004.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node605722.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_6_3.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node369550.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node197075.smt2,cvc5
BV/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_2.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_concat_s_x_32.smt2,Bitwuzla
BV/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_4.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node289202.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_bvult_x_s_32.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_2.smt2,Z3-alpha
BV/2020-Preiner-fmcad20/inv/check_ic_bvadd_x_s_32.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node249484.smt2,cvc5
BV/2018-Preiner-cav18/check_bvsgt_bvand_64bit.smt2,Bitwuzla
BV/2017-Preiner-psyco/137.smt2,Z3-alpha
BV/wintersteiger/fmsd13/fixpoint/sdlx-fixpoint-6.smt2,Bitwuzla
BV/wintersteiger/fmsd13/ranking/kmdf_osrusbfx2_exe_testapp.c.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvugt_bvmul_32bit.smt2,YicesQS
BV/2020-Preiner-fmcad20/inv/check_ic_bvxor_x_s_32.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvsge_bvashr0_64bit.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_4_22.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_6_true-unreach-call_true-no-overflow.i_387.smt2,YicesQS
BV/2020-Preiner-fmcad20/cons/check_cc_bvshl_x_s_64.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_eq_bvudiv0_64bit.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/model/model_6_17.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/model/model_5_59.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node345732.smt2,cvc5
BV/2018-Preiner-cav18/check_bvugt_bvudiv0_64bit.smt2,Bitwuzla
BV/2017-Preiner-keymaera/bouncing-ball-simple-node5963.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RND/RND_4_14.smt2,Z3-alpha
BV/2017-Preiner-psyco/119.smt2,Z3-alpha
BV/20170501-Heizmann-UltimateAutomizer/jain_2_true-unreach-call_true-no-overflow.i_461.smt2,YicesQS
BV/2017-Preiner-psyco/126.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node535359.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_bvsge_x_s_32.smt2,Bitwuzla
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node8746.smt2,YicesQS
BV/20210301-Alive2-partial-undef/sqlite3/773_sqlite3.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node365878.smt2,cvc5
BV/2018-Preiner-cav18/check_bvslt_bvudiv0_32bit.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node672726.smt2,cvc5
BV/2018-Preiner-cav18/check_bvslt_bvadd_32bit.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvsle_bvashr0_32bit.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_54.smt2,Z3-alpha
BV/20230321-UltimateAutomizerSvcomp2023/jain_4-1.c_11.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvsle_bvmul_64bit.smt2,YicesQS
BV/2017-Preiner-psyco/046.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_6_27.smt2,YicesQS
