benchmark,selected
QF_IDL/job_shop/jobshop12-2-6-6-4-4-12.smt2,Yices2
QF_IDL/20210312-Bouvier/vlsat3_c11.smt2,cvc5
QF_IDL/20220214-jobshop-BohanLi/jobshop58-2-29-29-4-4-16.smt2,Yices2
QF_IDL/asp/MazeGeneration/maze-generation-width=10-height=10-density=0.01-run=4.smt2,Yices2
QF_IDL/20210312-Bouvier/vlsat3_i07.smt2,cvc5
QF_IDL/asp/Sokoban/duthen-990602.63.steps.14.asp.smt2,Z3-alpha
QF_IDL/asp/ConnectedDominatingSet/rand_40_200_1235844018_0_k=4_unsat.gph.smt2,Z3-alpha
QF_IDL/queens_bench/n_queen/queen34-1.smt2,SMTInterpol
QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721329185.dat.smt2,Z3-alpha
QF_IDL/DTP/DTP_k2_n35_c210_s12.smt2,Yices2
QF_IDL/asp/SchurNumbers/20.5.schur.lp.smt2,SMTInterpol
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc006.smt2,Yices2
QF_IDL/schedulingIDL/gp10_03_mkspan1082.smt2,Yices2
QF_IDL/schedulingIDL/tai_15x15_4_mkspan1176.smt2,Yices2
QF_IDL/schedulingIDL/tai_10x10_1_mkspan638.smt2,Yices2
QF_IDL/schedulingIDL/j8_per20_2_mkspan1001.smt2,Yices2
QF_IDL/asp/TravellingSalesperson/rand_80_340_1159656267_18.lp.smt2,Z3-alpha
QF_IDL/20220214-jobshop-BohanLi/jobshop18-2-9-9-4-4-16.smt2,Yices2
QF_IDL/Averest/parallel_search/ParallelSearch_live_bgmc000.smt2,Yices2
QF_IDL/schedulingIDL/j7_per10_1_mkspan1000.smt2,Yices2
QF_IDL/queens_bench/super_queen/super_queen33-1.smt2,SMTInterpol
QF_IDL/asp/MazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.smt2,Z3-alpha
QF_IDL/planning/plan-33.cvc.smt2,Yices2
QF_IDL/mathsat/fischer/FISCHER8-6-ninc.smt2,Yices2
QF_IDL/queens_bench/super_queen/super_queen46-1.smt2,SMTInterpol
QF_IDL/diamonds/diamonds.18.5.i.a.u.smt2,Yices2
QF_IDL/Averest/min_max/MinMax_live_bgmc002.smt2,Yices2
QF_IDL/job_shop/jobshop30-2-15-15-4-4-11.smt2,Yices2
QF_IDL/bcnscheduling/bcnscheduling130.smt2,Yices2
QF_IDL/diamonds/diamonds.14.2.i.a.u.smt2,Yices2
QF_IDL/asp/WeightBoundedDominatingSet/rand_150_600_1159731678_11.lp.smt2,Z3-alpha
QF_IDL/20210312-Bouvier/vlsat3_c27.smt2,cvc5
QF_IDL/asp/GraphColouring/graph-colouring-nodes=130-density=0.1-instance=10.smt2,Z3-alpha
QF_IDL/parity/18.400.graph.smt2,Yices2
QF_IDL/asp/MazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.smt2,Yices2
QF_IDL/20210312-Bouvier/vlsat3_c91.smt2,cvc5
QF_IDL/mathsat/fischer/FISCHER12-8-ninc.smt2,Yices2
QF_IDL/schedulingIDL/j8_per20_2_mkspan1004.smt2,Yices2
QF_IDL/mathsat/fischer/FISCHER13-14-ninc.smt2,Yices2
QF_IDL/queens_bench/n_queen/queen44-1.smt2,SMTInterpol
QF_IDL/mathsat/fischer/FISCHER13-3-ninc.smt2,Yices2
QF_IDL/queens_bench/super_queen/super_queen98-1.smt2,SMTInterpol
QF_IDL/sal/bakery/inf-bakery-invalid-8.smt2,Yices2
