path,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
QF_NRA/20161105-Sturm-MBO/mbo_E10.smt2,0.29275184869766235,0.8435602188110352,0.30134162306785583,0.5235133171081543,0.0,0.0992191880941391,0.0067596957087516785,0.5702707171440125,0.18394586443901062,0.0003960528702009469,0.22021172940731049,0.10393015295267105,0.25715744495391846,0.0011942334240302444,0.23135514557361603,0.08659534156322479,0.45918548107147217,0.5914809107780457,0.0005705434014089406,0.10253982990980148,0.0036197216250002384,0.0,0.14691561460494995,0.0,0.03793703392148018,0.3142400085926056,0.0,0.0,0.38829973340034485,0.41225123405456543,0.0,0.0639565959572792,0.0,0.45103719830513,0.14585867524147034,0.0,0.0,0.35716333985328674,0.0,0.6089162230491638,0.08130082488059998,0.1512509435415268,0.035114556550979614,0.0,0.19881930947303772,0.0003286522696726024,0.1978112906217575,0.3043002188205719,0.0,0.004396722186356783,0.49346569180488586,0.0,0.00100217096041888,0.1422336846590042,0.2606707513332367,0.48152798414230347,0.24078817665576935,0.14873801171779633,0.08612348139286041,0.04474320635199547,0.0,0.5155478119850159,0.7162397503852844,0.302888423204422
QF_NRA/20161105-Sturm-MBO/mbo_E10E12.smt2,0.0,0.056753162294626236,0.006018912885338068,0.0006958871963433921,0.28057950735092163,0.0,0.0,0.03460584580898285,0.0,0.0,0.005069750361144543,0.0020186793990433216,0.017092298716306686,0.0,0.0,0.0,0.011375857517123222,0.02044692635536194,0.0,1.185111165046692,0.0,0.0,8.368150156456977e-05,0.0,0.0,0.0,0.0,0.0,0.0036434256471693516,0.0003666641132440418,0.0,0.0,0.0,0.01953745074570179,0.0,0.0,0.0,0.000602016516495496,0.0,4.523722171783447,3.347935125930235e-05,0.0,0.0,0.0,0.039423927664756775,0.0,0.0,0.006680761463940144,0.0,0.0,0.0008420560043305159,0.0,0.0,0.0,0.0002870704047381878,6.836498505435884e-05,0.0011992254294455051,0.0,0.00024438928812742233,6.692078750347719e-05,0.0,2.369093894958496,0.8157078623771667,0.030121736228466034
QF_NRA/20161105-Sturm-MBO/mbo_E10E13.smt2,0.0,0.0588754378259182,0.003188058966770768,0.0,0.3218749165534973,0.0,0.0,0.03495621308684349,0.0,0.0,0.002836574800312519,0.0005948215257376432,0.01825525239109993,0.0,0.0,0.0,0.00852029025554657,0.017399828881025314,0.0,1.281907558441162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013562157982960343,0.0,0.0,0.0,0.0,0.01616043597459793,0.0,0.0,0.0,0.00012263540702406317,0.0,5.1882219314575195,0.0,0.0,0.0,0.0,0.04922499507665634,0.0,0.0,0.003980419598519802,0.0,0.0,0.00015652499860152602,0.0,0.0,0.0,0.0,0.0,0.0004323325993027538,0.0,0.0,0.0,0.0,2.672811269760132,0.8869884014129639,0.032345812767744064
QF_NRA/20161105-Sturm-MBO/mbo_E10E14.smt2,0.0,0.0002951252390630543,0.0,0.0,0.9606016278266907,0.0,0.0,7.003005885053426e-05,0.0,0.0,0.03198615089058876,0.0,0.0006318211671896279,0.0,0.0,0.0,0.0,0.0,0.0,3.868680715560913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007653682259842753,0.0,0.0,0.0,0.0,0.00011152911611134186,0.0,0.0,0.0,0.0,0.0,13.238533020019531,0.0,0.0,0.00010761946032289416,0.0,0.10217099636793137,0.0,0.0,0.0,0.0,0.0,0.00017050221504177898,0.0,0.0,1.1799719686678145e-05,0.0,2.9580944101326168e-05,0.0,0.0,0.0,0.0,0.0,8.064355850219727,1.8095016479492188,0.00034563278313726187
QF_NRA/20161105-Sturm-MBO/mbo_E10E17.smt2,0.0,0.0,0.0,0.0,1.8413186073303223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359101295471191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86233901977539,0.0,0.0,0.0,0.0,0.2564522922039032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.955707550048828,2.9110255241394043,0.0
QF_NRA/20161105-Sturm-MBO/mbo_E10E18.smt2,0.0,0.0,0.0,0.0,1.4351388216018677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391838047013152e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.533050060272217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.261415481567383,0.0,0.0,0.0,0.0,0.2055967003107071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.570521354675293,2.4088430404663086,2.3051959487929707e-06
QF_NRA/20161105-Sturm-MBO/mbo_E10E19.smt2,0.0,0.0,0.0,0.0,1.5534906387329102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730262374621816e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.58254337310791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.980205535888672,0.0,0.0,0.0,0.0,0.2641168236732483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.338022232055664,2.650527238845825,4.940294729749439e-06
QF_NRA/20161105-Sturm-MBO/mbo_E10E20.smt2,0.00046425728942267597,0.02421257086098194,0.0037948191165924072,0.001006689271889627,0.25132569670677185,0.0,0.0,0.015268889255821705,0.0,0.0,0.003609282663092017,0.0008635999402031302,0.00809552427381277,0.0,0.0,0.0,0.006291128695011139,0.009301457554101944,0.0,1.1766802072525024,0.0,0.0,3.487208959995769e-05,0.0,0.0,0.0,0.00014419356011785567,0.0,0.0038792141713202,0.0014304391806945205,0.0,0.0,0.0,0.009145108982920647,0.000321490311762318,0.0,0.0,0.0018650406273081899,0.0,3.5479319095611572,0.0005030726315453649,0.0004701220605056733,0.0,0.0,0.019371407106518745,0.0,0.0,0.0034896626602858305,0.0,0.0,0.0025778934359550476,0.0,0.0,0.00011952045315410942,0.00042018425301648676,0.00044954754412174225,0.0006803266587667167,0.0,7.411813385260757e-06,0.0013221848057582974,0.0,1.9689269065856934,0.7347325086593628,0.011388355866074562
QF_NRA/20161105-Sturm-MBO/mbo_E10E22.smt2,0.0,0.0,0.0,0.0,1.337981939315796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002255780709674582,0.0,0.0,0.0,0.0,0.0,0.0,4.02757453918457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.730558395385742,0.0,0.0,0.0,0.0,0.19882401823997498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714487075805664,2.277252674102783,0.00020444727852009237
QF_NRA/20161105-Sturm-MBO/mbo_E10E24.smt2,0.0,0.00021511780505534261,0.0,0.0,1.3340373039245605,0.0,0.0,0.0001026540994644165,0.0,0.0,0.0,0.0,0.00018051125516649336,0.0,0.0,0.0,0.0,0.0,0.0,4.051358222961426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84267520904541,0.0,0.0,0.0,0.0,0.2235567271709442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.934089660644531,2.336087703704834,0.00019798184803221375
