path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,Int,Real,div,mod,divisible,iand,int.pow2,div_total,mod_total,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,maxTermDepth,normalizedSize
QF_LIA/slacks/40-32.slack.smt2,130,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,737,162,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22903
QF_LIA/slacks/35-29.slack.smt2,115,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,570,142,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18334
QF_LIA/slacks/35-25.slack.smt2,110,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,511,134,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16812
QF_LIA/slacks/30-10.slack.smt2,85,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,274,54,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10212
QF_LIA/slacks/30-11.slack.smt2,90,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,335,76,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11757
QF_LIA/slacks/30-4.slack.smt2,80,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,240,52,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9386
QF_LIA/slacks/20-26.slack.smt2,79,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,279,54,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9352
QF_LIA/slacks/30-25.slack.smt2,100,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,442,124,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14638
QF_LIA/slacks/25-11.slack.smt2,80,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,266,62,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9573
QF_LIA/slacks/40-29.slack.smt2,125,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,642,140,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20464
