path,Bitwuzla,,SMTInterpol,,cvc5,
,solved,runtime,solved,runtime,solved,runtime
ABV/20230321-UltimateAutomizerSvcomp2023/packet_filter.i_43.smt2,0,0.21855724998749793,0,0.7361704570357688,1,0.2373716849833727
ABV/20230321-UltimateAutomizerSvcomp2023/sum_array-2.i_32.smt2,0,0.22668372513726354,0,0.5040314230136573,0,1201.7161214849912
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_480.smt2,0,0.23685159510932863,0,0.5022804079926573,0,80.40677886409685
ABV/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_unequal.i_18.smt2,0,0.23155252495780587,0,1202.7433399069705,0,1201.7199930080678
ABV/20230321-UltimateAutomizerSvcomp2023/sll2n_insert_unequal.i_135.smt2,0,0.25601850892417133,0,1201.7204383470234,0,80.904868820915
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_189.smt2,0,0.23830344411544502,0,0.6205540509545244,0,1201.7207120920066
ABV/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all.i_85.smt2,0,0.24761743401177227,1,0.5623473529703915,1,0.22949750907719135
ABV/20230321-UltimateAutomizerSvcomp2023/sll2c_insert_equal.i_17.smt2,0,0.25560171785764396,0,8.132683011004701,0,29.66240187990479
ABV/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_164.smt2,0,0.22728618513792753,1,0.601709556998685,1,14.287831427063793
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_44.smt2,0,0.25421324209310114,0,0.5089186619734392,0,80.4258854619693
ABV/20230321-UltimateAutomizerSvcomp2023/sll2n_append_unequal.i_45.smt2,1,0.3527401809114963,0,0.6968035199679434,0,18.138912525959313
ABV/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_10.smt2,0,0.25061387196183205,0,1201.742432588013,0,1201.7115860679187
ABV/20230321-UltimateAutomizerSvcomp2023/simple-ext_1.i_51.smt2,0,0.2193580809980631,0,0.517990563006606,0,14.184926353162155
ABV/20230321-UltimateAutomizerSvcomp2023/sll2n_append_equal.i_43.smt2,0,0.2292342260479927,1,0.6417801260249689,1,0.2491731490008533
ABV/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_344.smt2,0,0.2204790369141847,0,0.4997904869960621,1,0.2987472240347415
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_14.smt2,0,0.23245207406580448,0,267.18613024801016,0,1201.7243367680348
ABV/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_unequal.i_21.smt2,0,0.22195724002085626,0,1201.7723003969877,0,1201.716360024875
ABV/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_466.smt2,0,0.22628239914774895,0,0.5135364520247094,0,1201.7343803360127
ABV/20230321-UltimateAutomizerSvcomp2023/sll_to_dll_rev-1.i_55.smt2,0,0.2226307331584394,0,93.22908492200077,0,1201.7148346670438
ABV/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_unequal.i_6.smt2,0,0.23810677509754896,0,1201.723008958972,1,0.6423538110684603
ABV/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_unequal.i_13.smt2,0,0.2242116469424218,0,1201.7202372809988,0,1201.7200740510598
ABV/20230321-UltimateAutomizerSvcomp2023/list-2.i_23.smt2,0,0.2213866920210421,0,0.6156769720255397,0,80.38912190380506
ABV/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_76.smt2,0,0.23265619901940227,1,0.5771810859441757,1,1.3351942298468202
ABV/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_29.smt2,0,0.22369942301884294,1,11.866346970025916,1,0.29153676610440016
