path,Bitwuzla,,SMTInterpol,,cvc5,
,solved,runtime,solved,runtime,solved,runtime
ABV/20230321-UltimateAutomizerSvcomp2023/dll2n_update_all.i_15.smt2,0,0.22130508301779628,0,0.48670830304035917,0,1.3224174391943961
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_74.smt2,0,0.2433105658274144,0,0.48286476102657616,0,80.43051015096717
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_11.smt2,0,0.330730919027701,0,0.5564788349438459,0,80.42028519511223
ABV/20230321-UltimateAutomizerSvcomp2023/test_mutex_unbounded-1.i_81.smt2,0,0.24527827906422317,0,1201.7232257949654,0,1201.747368912911
ABV/20230321-UltimateAutomizerSvcomp2023/dll-token-1.i_15.smt2,0,0.2389742019586265,0,0.9692654490354471,0,1201.717535489006
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_104.smt2,0,0.31625203718431294,0,0.5529541180003434,0,80.40519378287718
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_160.smt2,0,0.22204853780567646,0,0.538667838962283,0,80.45744314300828
ABV/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_445.smt2,0,0.22415685490705073,1,0.6383897429914214,1,197.92876258306205
ABV/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_25.smt2,0,0.26345115387812257,0,471.98680759302806,1,80.70519006298855
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_26.smt2,1,0.22946887300349772,0,0.5682163710007444,0,80.3368556490168
ABV/20230321-UltimateAutomizerSvcomp2023/dll-token-1.i_39.smt2,0,0.23256601905450225,0,5.83061391004594,0,1201.7181056509726
ABV/20230321-UltimateAutomizerSvcomp2023/test-memleak_nexttime.i_319.smt2,0,0.22639962984248996,0,0.636642066994682,0,1201.7175267999992
ABV/20230321-UltimateAutomizerSvcomp2023/test_mutex_unbounded-2.i_95.smt2,0,0.24595518200658262,0,1201.7196022890275,0,1201.7132049789652
