benchmark,selected
QF_LIA/tropical-matrix/constraint-2061672.smt2,OpenSMT
QF_LIA/nec-smt/large/checkpass_pwd/prp-19-37.smt2,Yices2
QF_LIA/tropical-matrix/constraint-413904.smt2,OpenSMT
QF_LIA/rings/ring_2exp4_9vars_3ite_unsat.smt2,Yices2
QF_LIA/nec-smt/large/bftpd_login/prp-5-49.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-30-39.smt2,Yices2
QF_LIA/2019-ezsmt/routingMin/SCC/d120.7.smt2,Z3-alpha
QF_LIA/nec-smt/large/bftpd_login/prp-84-50.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-1-48.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__034.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/getoption_user/prp-17-49.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1418.smt2,Z3-alpha
QF_LIA/20220307-SMPT/CircularTrains-PT-048/RC-03.smt2,Yices2
QF_LIA/nec-smt/large/int_from_list/prp-45-44.smt2,Yices2
QF_LIA/nec-smt/med/checkpass_pwd/prp-0-19.smt2,Yices2
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/bhmr2007-O0.smt2,OpenSMT
QF_LIA/RWS/Example_20.txt.smt2,OpenSMT
QF_LIA/bofill-scheduling/SMT_real_LIA/ex9420_2400_100.smt2,OpenSMT
QF_LIA/nec-smt/large/checkpass/prp-20-49.smt2,Yices2
QF_LIA/dillig/35-32.smt2,cvc5
QF_LIA/nec-smt/large/checkpass_pwd/prp-4-42.smt2,Yices2
QF_LIA/20220307-SMPT/BART-PT-005/RF-01.smt2,Yices2
QF_LIA/CAV_2009_benchmarks/smt/35-vars/problem_2__017.smt2,cvc5
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0050/RC-09.smt2,Yices2
QF_LIA/tropical-matrix/constraint-299856.smt2,OpenSMT
QF_LIA/nec-smt/large/int_from_list/prp-0-47.smt2,Yices2
QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage4.smt2,cvc5
QF_LIA/nec-smt/large/getoption_user/prp-17-50.smt2,Yices2
QF_LIA/20220307-SMPT/SharedMemory-PT-000020/RC-02.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars/v25_problem_2__031.smt2.slack.smt2,Z3-alpha
QF_LIA/20220307-SMPT/Kanban-PT-05000/RC-01.smt2,Yices2
QF_LIA/20220307-SMPT/Eratosthenes-PT-500/RC-11.smt2,Z3-alpha
QF_LIA/nec-smt/large/getoption_directories/prp-6-46.smt2,Yices2
QF_LIA/nec-smt/large/int_from_list/prp-55-49.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-03.smt2,Yices2
QF_LIA/nec-smt/large/getoption/prp-1-197.smt2,Yices2
QF_LIA/nec-smt/large/int_from_list/prp-37-47.smt2,Yices2
QF_LIA/pb2010/normalized-j6030_9-unsat.smt2,Z3-alpha
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem__023.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/int_from_list/prp-8-46.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars/v25_problem__034.smt2.slack.smt2,Z3-alpha
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-08.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1444.smt2,Z3-alpha
QF_LIA/2019-cmodelsdiff/randomNontight/n40-sat-b16.lp.smt2,Z3-alpha
QF_LIA/20220307-SMPT/BART-PT-040/RC-03.smt2,Yices2
QF_LIA/rings/ring_2exp14_8vars_6ite_unsat.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-31-50.smt2,Yices2
QF_LIA/20220307-SMPT/BART-PT-030/RF-03.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D40N100/RC-02.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1435.smt2,Z3-alpha
QF_LIA/nec-smt/large/bftpd_login/prp-0-47.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1163.smt2,Z3-alpha
