benchmark,selected
QF_LIA/2019-cmodelsdiff/boundsmodels/dp_12.formula1-i-O2-b14.smo2.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-49-44.smt2,Yices2
QF_LIA/nec-smt/large/mygetpwnam/prp-1-48.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-48.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-7-50.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__004.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/user_is_in_group/prp-17-47.smt2,Yices2
QF_LIA/mathsat/FISCHER6-8-fair.smt2,cvc5
QF_LIA/20220307-SMPT/RobotManipulation-PT-00100/RF-01.smt2,Yices2
QF_LIA/20220307-SMPT/SharedMemory-PT-000010/RC-02.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_real_LIA/ex6940_2400_100.smt2,OpenSMT
QF_LIA/nec-smt/large/int_from_list/prp-40-47.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-10.smt2,Yices2
QF_LIA/nec-smt/med/print_file/prp-0-49.smt2,Yices2
QF_LIA/CIRC/simplebitadder/SIMPLEBITADDER_COMPOSE_12.msat.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-17-46.smt2,Yices2
QF_LIA/nec-smt/large/checkpass_pwd/prp-20-50.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-35-46.smt2,Yices2
QF_LIA/nec-smt/large/user_is_in_group/prp-22-48.smt2,Yices2
QF_LIA/rings_preprocessed/ring_2exp10_5vars_2ite_unsat.smt2,cvc5
QF_LIA/rings_preprocessed/ring_2exp16_9vars_5ite_unsat.smt2,cvc5
QF_LIA/nec-smt/large/getoption_user/prp-18-48.smt2,Yices2
QF_LIA/20220307-SMPT/BART-PT-040/RC-11.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D10N200/RF-13.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-35-47.smt2,Yices2
QF_LIA/nec-smt/large/getoption_group/prp-51-49.smt2,Yices2
QF_LIA/20220307-SMPT/MAPK-PT-00008/RF-09.smt2,Yices2
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N010/RC-14.smt2,Yices2
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars/v25_problem_2__002.smt2.slack.smt2,Z3-alpha
QF_LIA/nec-smt/large/checkpass/prp-36-45.smt2,Yices2
QF_LIA/miplib2003/protfold.sat.smt2,Z3-alpha
QF_LIA/convert/convert-jpg2gif-query-1189.smt2,Z3-alpha
QF_LIA/20220307-SMPT/ERK-PT-010000/RC-10.smt2,Yices2
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0050/RF-14.smt2,Yices2
QF_LIA/nec-smt/large/user_is_in_group/prp-8-47.smt2,Yices2
QF_LIA/slacks/40-9.slack.smt2,Z3-alpha
QF_LIA/20220307-SMPT/BART-PT-020/RF-03.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_real_LIA/ex2460_2400_100.smt2,OpenSMT
QF_LIA/nec-smt/med/checkpass_pwd/prp-8-33.smt2,Yices2
QF_LIA/20220307-SMPT/FMS-PT-00020/RC-11.smt2,OpenSMT
QF_LIA/RWS/Example_10.txt.smt2,OpenSMT
QF_LIA/CAV_2009_benchmarks/smt/40-vars/problem__020.smt2,cvc5
QF_LIA/20220307-SMPT/RwMutex-PT-r0020w0010/RF-11.smt2,Yices2
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag.i.p+lhb-reducer-O0.smt2,OpenSMT
QF_LIA/CAV_2009_benchmarks/smt/40-vars/problem__027.smt2,cvc5
QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/15-vars/cut_lemma_03_002.smt2.slack.smt2,Z3-alpha
QF_LIA/rings/ring_2exp4_5vars_1ite_unsat.smt2,cvc5
QF_LIA/pb2010/normalized-j3027_8-sat.smt2,Z3-alpha
QF_LIA/nec-smt/med/int_from_list/prp-15-35.smt2,Yices2
QF_LIA/nec-smt/large/checkpass/prp-36-47.smt2,Yices2
QF_LIA/nec-smt/med/checkpass_pwd/prp-7-20.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1436.smt2,Z3-alpha
QF_LIA/20220307-SMPT/FMS-PT-00020/RF-05.smt2,Yices2
QF_LIA/bofill-scheduling/SMT_real_LIA/ex4440_2400_100.smt2,OpenSMT
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT0064DC0016/RC-05.smt2,Yices2
QF_LIA/convert/convert-jpg2gif-query-1422.smt2,Z3-alpha
QF_LIA/nec-smt/large/bftpd_login/prp-23-50.smt2,Yices2
QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem_2__022.smt2,cvc5
QF_LIA/20220307-SMPT/Kanban-PT-00050/RC-09.smt2,Yices2
QF_LIA/nec-smt/large/bftpd_login/prp-40-48.smt2,Yices2
