benchmark,selected
BV/20170501-Heizmann-UltimateAutomizer/jain_6_true-unreach-call_true-no-overflow.i_387.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvsgt_bvshl0_64bit.smt2,Bitwuzla
BV/2017-Preiner-keymaera/vsli-alert.proof-node2416.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node632728.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_35.smt2,Z3-alpha
BV/2018-Preiner-cav18/check_bvugt_bvconcat0_64_64bit.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_29.smt2,Z3-alpha
BV/20230321-UltimateAutomizerSvcomp2023/linear-inequality-inv-a.c_6.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node476116.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node532235.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node46589.smt2,YicesQS
BV/2018-Preiner-cav18/check_bvsgt_bvconcat1_62_4bit.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvsgt_bvmul_64bit.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node632840.smt2,cvc5
BV/2017-Preiner-psyco/006.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node561875.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvshl_s_x_4.smt2,Bitwuzla
BV/2018-Preiner-cav18/check_bvsle_bvlshr0_64bit.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_60.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_58.smt2,Z3-alpha
BV/2017-Preiner-UltimateAutomizer/Primes_true-unreach-call.c_2207.smt2,cvc5
BV/2017-Preiner-keymaera/bouncing-ball-simple-node5963.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_59.smt2,Z3-alpha
BV/2017-Preiner-keymaera/controllability-lemma-disturbed.proof-node770.smt2,YicesQS
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_31.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/model/model_5_35.smt2,Bitwuzla
BV/20230321-UltimateAutomizerSvcomp2023/soft_float_1-2.c.cil.c_6.smt2,cvc5
BV/2020-Preiner-fmcad20/inv/check_ic_bvsge_s_x_64.smt2,Bitwuzla
BV/2017-Preiner-psyco/050.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node621704.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node677435.smt2,cvc5
BV/20230321-UltimateAutomizerSvcomp2023/jain_6-1.c_8.smt2,YicesQS
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node12552.smt2,YicesQS
BV/20230321-UltimateAutomizerSvcomp2023/btor2c-lazyMod.fischer.1.prop1-back-serstep.c_2.smt2,Bitwuzla
BV/2020-Preiner-fmcad20/cons/check_cc_bvand_x_s_4.smt2,Bitwuzla
BV/2020-Preiner-fmcad20/inv/check_ic_bvult_s_x_4.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_37.smt2,Z3-alpha
BV/wintersteiger/fmsd13/ranking/audio_ac97_wavepcistream2.cpp.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node57081.smt2,cvc5
BV/2017-Preiner-psyco/101.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node548891.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node363688.smt2,cvc5
BV/20170501-Heizmann-UltimateAutomizer/jain_2_true-unreach-call_true-no-overflow.i_436.smt2,YicesQS
BV/2020-Preiner-fmcad20/inv/check_ic_bvuge_s_x_64.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node190266.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node631276.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_5_9.smt2,YicesQS
BV/2017-Preiner-keymaera/FTRM-entry-tang-feasible-node1796.smt2,YicesQS
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node10279.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node251490.smt2,cvc5
BV/20230321-UltimateAutomizerSvcomp2023/btor2c-eagerMod.bakery.1.prop1-func-interl.c_11.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node54859.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node345732.smt2,cvc5
BV/2017-Preiner-psyco/064.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node403505.smt2,cvc5
BV/2017-Preiner-keymaera/to_left-node1505.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node295273.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/itc-b13-fixpoint-8.smt2,Bitwuzla
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node250605.smt2,cvc5
BV/2017-Preiner-scholl-smt08/model/model_5_64.smt2,Bitwuzla
BV/2017-Preiner-scholl-smt08/RND/RND_3_7.smt2,Z3-alpha
BV/2017-Preiner-scholl-smt08/RND/RND_3_20.smt2,Z3-alpha
BV/20230321-UltimateAutomizerSvcomp2023/soft_float_4-2.c.cil.c_7.smt2,cvc5
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_30.smt2,Z3-alpha
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node488920.smt2,cvc5
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node14168.smt2,cvc5
BV/2020-Preiner-fmcad20/cons/check_cc_udiv_x_s_32.smt2,Bitwuzla
BV/20190429-UltimateAutomizerSvcomp2019/float_req_bl_0730b_true-unreach-call.c_28.smt2,cvc5
BV/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_7.smt2,YicesQS
BV/2018-Preiner-cav18/check_eq_bvadd_32bit.smt2,YicesQS
BV/20170501-Heizmann-UltimateAutomizer/jain_6_true-unreach-call_true-no-overflow.i_433.smt2,YicesQS
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node21762.smt2,cvc5
BV/wintersteiger/fmsd13/fixpoint/small-equiv-fixpoint-4.smt2,cvc5
BV/20230321-UltimateAutomizerSvcomp2023/soft_float_4-2.c.cil.c_10.smt2,cvc5
BV/2017-Preiner-psyco/121.smt2,Z3-alpha
